country,year,ir_p10,p10_must_run_mw,p10_load_mw,p50_must_run_mw,p50_load_mw,ir_case_class
DE,2025,0.0552705101068276,2355.646431232241,42620.312833719305,2586.265437959775,54781.97026983656,must_run_floor_effect
DE,2026,0.0542374171989223,2355.646431232241,43432.12772453045,2586.265437959775,55825.43560962736,must_run_floor_effect
DE,2027,0.0532422359307423,2355.646431232241,44243.9426153416,2586.265437959775,56868.90094941815,must_run_floor_effect
DE,2028,0.0524209039968495,2356.0858693832997,44945.5406096182,2586.504602787825,57752.53286183556,must_run_floor_effect
DE,2029,0.0513575562893354,2355.646431232241,45867.57239696389,2586.265437959775,58955.83162899973,must_run_floor_effect
DE,2030,0.0506960470239481,,,,,mixed
DE,2031,0.0496017435476586,2355.646431232241,47491.20217858617,2586.265437959775,61042.76230858132,must_run_floor_effect
DE,2032,0.0488968118770316,2356.0858693832997,48184.85661822931,2586.504602787825,61914.87470264432,must_run_floor_effect
DE,2033,0.0479620175253927,2355.646431232241,49114.83196020848,2586.265437959775,63129.6929881629,must_run_floor_effect
DE,2034,0.0471821478069908,2355.646431232241,49926.646851019614,2586.265437959775,64173.1583279537,must_run_floor_effect
DE,2035,0.0464272339042977,2355.646431232241,50738.46174183076,2586.265437959775,65216.62366774449,must_run_floor_effect
DE,2036,0.0431092129028849,2207.767270240238,51213.35142939926,2243.198428039677,65970.18921353607,must_run_floor_effect
DE,2037,0.0423419520102424,2208.396077771456,52156.217957009816,2244.1658585011546,67190.98159951149,must_run_floor_effect
DE,2038,0.0416918491614198,2208.396077771456,52969.49217150643,2244.1658585011546,68234.10555208597,must_run_floor_effect
DE,2039,0.0410614073274258,2208.396077771456,53782.76638600302,2244.1658585011546,69279.05267711743,must_run_floor_effect
DE,2040,0.0432640482437793,,,,,mixed
ES,2025,0.102573147506531,2194.3088333300398,21392.62454815791,2648.9347173362,26877.445663145587,mixed
ES,2026,0.100655892412951,2194.3088333300398,21800.10311097997,2648.9347173362,27389.397009110267,mixed
ES,2027,0.0988089953044565,2194.3088333300398,22207.581673802026,2648.9347173362,27901.348355074944,mixed
ES,2028,0.0972961868150915,2194.154794645084,22551.292773837155,2649.646301748664,28341.20687562576,mixed
ES,2029,0.0953113317538563,2194.3088333300398,23022.53879944613,2648.9347173362,28925.251047004294,mixed
ES,2030,0.0944955713769326,,,,,mixed
ES,2031,0.0920528246853484,2194.3088333300398,23837.49592509024,2648.9347173362,29949.15373893365,mixed
ES,2032,0.0907552666930685,2194.154794645084,24176.611171951543,2649.646301748664,30383.816380175365,mixed
ES,2033,0.0890097561007087,2194.3088333300398,24652.45305073436,2648.9347173362,30973.056430863016,mixed
ES,2034,0.0875624429933801,2194.3088333300398,25059.93161355641,2648.9347173362,31485.00777682769,mixed
ES,2035,0.0861614439054861,2194.3088333300398,25467.410176378464,2648.9347173362,31996.959122792367,mixed
ES,2036,0.0745267980301533,1907.0980524482025,25589.42692904364,1944.6687142945584,32256.28747943177,must_run_floor_effect
ES,2037,0.0731564439910304,1907.1766960629911,26069.83871847061,1945.179478936571,32853.60285113707,must_run_floor_effect
ES,2038,0.0720383721526197,1907.1766960629911,26474.455752865502,1945.179478936571,33366.69181210006,must_run_floor_effect
ES,2039,0.0709539396541731,1907.1766960629911,26879.0810680633,1945.179478936571,33880.68710694128,must_run_floor_effect
ES,2040,0.0806473995437968,,,,,mixed
