status,code,message,question_id,mentioned_countries,is_global
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2028: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2029: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2030: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2031: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2032: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2033: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2034: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,BE 2035: capture-only sans low-price ni stress physique.,Q1,BE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2025: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2026: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2027: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2028: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2029: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2030: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2031: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2032: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2033: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2034: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,CZ 2035: capture-only sans low-price ni stress physique.,Q1,CZ,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2025: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2026: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2027: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2028: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2029: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2031: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2032: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2033: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2034: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2035: capture-only sans low-price ni stress physique.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2025: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2026: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2027: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2028: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2029: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2030: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2031: capture-only sans low-price ni stress physique.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2032: capture-only sans low-price ni stress physique.,Q1,ES,False
