country,year,must_run_scope_coverage,lowload_p20_mw,ir_p10,scope_status,scope_reason,load_net_mode,must_run_mode_hourly
DE,2025,0.1709318942627733,50255.05922990348,0.0502459249379299,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2026,0.1694959141862205,51212.29845333021,0.0493067487708658,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2027,0.1680838601317082,52169.53767675695,0.0484020377842444,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2028,0.1665317058701999,52988.638973582296,0.047655371707905,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2029,0.1653291773846225,54084.01612361041,0.0466886913140057,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2030,0.1633228552275074,54856.49580205704,0.0460630370874062,INFO,coverage_coherent,minus_psh_pump,observed
DE,2031,0.1624543898300008,55998.49457046388,0.0450924967391679,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2032,0.1607707688967197,56807.63998068732,0.0444516492401467,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2033,0.1594381983338978,57912.97301731735,0.0436018356899392,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2034,0.1579717161191605,58870.21224074408,0.0428928627518914,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2035,0.1565319648867515,59827.451464170816,0.0422065769478611,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
DE,2036,0.1381979413834718,60432.61123556803,0.0391699691157266,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2037,0.1371642496057908,61549.75859570471,0.0384750608617491,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2038,0.1359449893184225,62508.66958168462,0.0378849062264869,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2039,0.1347472141870458,63467.58056766455,0.0373123207613137,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
DE,2040,0.1490052008668927,64258.28753387152,0.0393119010167381,INFO,coverage_coherent,minus_psh_pump,observed
ES,2025,0.2267026266933298,24912.702679920338,0.0932483412436106,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2026,0.2251953542053274,25387.23067224811,0.0915053804327414,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2027,0.2237079920749496,25861.75866457589,0.0898263815283314,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2028,0.2226187169757677,26265.506680665738,0.0884510997016486,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2029,0.2207914414219278,26810.814649231437,0.0866466846006269,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2030,0.2177690428275797,27125.294546534587,0.0858355216446282,INFO,coverage_coherent,minus_psh_pump,observed
ES,2031,0.2179499600231823,27759.87063388699,0.0836844029799624,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2032,0.2169304589316698,28158.517387151336,0.0825048037218735,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2033,0.2151806863873867,28708.92661854254,0.0809179748050002,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2034,0.2138222727802148,29183.454610870314,0.0796022346145587,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2035,0.2124809026310437,29657.98260319809,0.0783285981342278,INFO,coverage_coherent,entsoe_total_load_no_pumping_adjust,observed
ES,2036,0.1609603361560898,29898.6872755216,0.0677247040375353,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2037,0.1597303556945617,30454.792931117016,0.0664703576106915,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2038,0.1587398835744862,30931.61168972279,0.0654450953713322,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2039,0.157761619393282,31408.430448328567,0.0644509807134542,INFO,coverage_coherent,net_of_psh_pump,floor_quantile
ES,2040,0.2050291812418857,31798.74987603945,0.0732607643413655,INFO,coverage_coherent,minus_psh_pump,observed
