status,code,message,question_id,mentioned_countries,is_global
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2025: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2026: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2027: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2028: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2029: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2030: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2031: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2032: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2033: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2034: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,DE 2035: signal stage2 majoritairement capture-only.,Q1,DE,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2025: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2026: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2027: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2028: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2029: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2030: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2031: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2032: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2033: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2034: signal stage2 majoritairement capture-only.,Q1,ES,False
WARN,Q1_CAPTURE_ONLY_SIGNAL,ES 2035: signal stage2 majoritairement capture-only.,Q1,ES,False
PASS,RC_COMMON_PASS,Checks communs RC-1..RC-4 OK.,Q1,,True
